,Antecedentes,Edad,Expect.,Pension,Salario Base,Semanas Cotizadas,Sexo
4284,No,80.0,70.63363223993684,5180827.656458341,3629451.6310203867,1922.0,M
4285,Si,96.0,77.34078334919633,5722010.702686242,2473809.810254575,3042.0,M
4286,No,82.0,69.27861201874038,1207234.486338682,1070503.500508847,1472.0,F
4287,No,75.0,67.9385217092817,165703.20316333065,1447695.8141052364,57.0,F
4288,Si,40.0,56.04132079069047,1129997.7666482413,1583212.1451174603,792.0,M
4289,No,53.0,63.987783586585465,1506943.6686403423,1423948.7171850882,1295.0,F
4290,Si,83.0,68.07202976586419,6817220.386374786,4000272.1414300967,2210.0,M
4291,No,70.0,66.69773063599247,1752891.646625038,3177679.6374689555,676.0,F
4292,No,71.0,67.09085569540368,5052498.097062745,2913364.3800139735,2332.0,M
4293,Si,52.0,64.24859958926093,2714062.0611463124,3523304.6967605576,1020.0,M
4294,Si,66.0,65.1867783319274,2060869.5967755655,1974874.8308721134,1296.0,F
4295,No,65.0,65.0,1173024.749575366,2960678.184327425,517.0,M
4296,No,36.0,64.34093942525176,169941.3461746242,1753833.1971698236,90.0,M
4297,No,83.0,68.0769674370186,1977120.2341337085,3756227.565923887,715.0,M
4298,No,30.0,51.41130761727021,1071850.9329797274,3018394.259637782,336.0,M
4299,No,19.0,48.41446372698906,304969.21932361973,1913598.344337941,45.0,M
4300,No,67.0,65.13982389283747,1595357.4364224349,2273789.626154145,833.0,F
4301,Si,72.0,65.62621475604992,1853837.798350684,3604385.2226381684,702.0,M
4302,Si,49.0,61.30535768284618,1248728.7420693794,1660098.7068313477,1023.0,M
4303,No,22.0,56.94048292497508,302525.8822431854,3170827.026007404,76.0,M
4304,No,48.0,58.28823091535094,227431.6055488191,1178424.9607090335,90.0,M
4305,Si,81.0,66.47594050591483,491110.7755253805,1614792.1989604584,315.0,F
4306,No,55.0,64.08612194295544,477098.5058306069,1237633.8821555318,518.0,F
4307,No,27.0,56.01157459775128,362004.08855300146,2944709.8915135586,0.0,M
4308,Si,61.0,64.67100250088212,3307024.1562767606,2980908.540144194,1548.0,M
4309,Si,79.0,66.96956415325492,4914546.859740964,3729900.674065509,1708.0,M
4310,No,51.0,60.50568049129551,3202733.753473213,2950299.3154159966,1353.0,M
4311,Si,32.0,58.22349943269349,419386.8932692716,2189270.8950853813,112.0,M
4312,Si,54.0,64.10315096815953,343003.3522541876,2323194.290666668,180.0,F
4313,No,97.0,71.0236193452948,738038.6194952934,2860831.5324450964,158.0,F
4314,No,74.0,67.61043241158247,3605184.8316835626,1786882.907156378,2688.0,F
4315,No,46.0,60.52401246415727,1894546.6430881266,2476700.885555461,980.0,M
4316,Si,20.0,55.12599386724225,96827.83814662315,2453503.0058641303,46.0,M
4317,Si,20.0,56.313660831688715,508447.98644218524,3802064.244402787,10.0,M
4318,Si,34.0,58.50695098380055,506863.71186615963,1031580.8668957861,480.0,M
4319,Si,28.0,59.53665062680968,530981.6666921229,1732742.0403322163,410.0,F
4320,No,90.0,68.85897512362732,291176.86728176,922706.0740844121,288.0,M
4321,No,91.0,71.20102729091533,546078.2448328738,1033908.814156957,730.0,F
4322,Si,26.0,52.433438148202626,194847.91369623682,1946498.2146465706,24.0,F
4323,No,52.0,60.923160867570516,2057218.530155705,2441213.3865382555,1156.0,F
4324,Si,18.0,51.86727325092959,24783.991324014,1155369.5848818822,0.0,F
4325,No,59.0,62.788619629076834,3622692.0737332646,3862267.5735296626,1148.0,M
4326,No,83.0,67.02723468918603,3026741.8828228433,3817296.618052249,1040.0,M
4327,Si,75.0,68.5999453907076,940259.1974007542,3117147.204566166,228.0,M
4328,Si,55.0,63.547401196104026,910945.2282567061,1250047.1330338411,962.0,M
4329,No,62.0,64.54520973878357,3408631.0810713693,3223608.8959703385,1364.0,F
4330,No,86.0,72.19840690838714,2801180.029594836,2156615.4159982568,1768.0,M
4331,Si,72.0,65.14270968411992,1004716.6009552699,1486850.6559428093,756.0,M
4332,No,30.0,57.87962471193651,261197.00545690968,1786790.9444915475,132.0,M
4333,No,33.0,61.24858370855979,1048955.8951572499,1872521.1143461994,705.0,M
4334,Si,74.0,66.31243915110231,3680034.0763624376,2629755.108220425,1792.0,M
4335,Si,47.0,60.620399856838716,3168948.88000451,2890834.1632268773,1334.0,F
4336,Si,56.0,63.7233367909769,234140.68574894324,1151274.9224251106,266.0,F
4337,No,52.0,64.01189973035069,335019.13592128106,2492826.4395417436,102.0,M
4338,No,94.0,74.53206596020425,682253.7778542857,1108406.378447932,684.0,M
4339,Si,55.0,63.53553677130166,503779.16049218865,989440.4257795316,629.0,M
4340,No,63.0,64.58201052850285,955155.7054064168,1795976.472982848,720.0,M
4341,No,31.0,61.630686390870245,641034.1497788797,3288996.9224102437,156.0,F
4342,Si,27.0,61.216983362314096,544789.3870860719,3073622.725495129,90.0,F
4343,Si,42.0,59.73284873955032,530657.181719648,1171207.381579748,552.0,F
4344,Si,62.0,64.37829657337113,4919695.594438887,4098414.444553929,1584.0,M
4345,Si,81.0,65.32311701471863,1713502.304079027,882293.3060269285,2646.0,F
4346,No,88.0,69.27508218122514,558752.0357871937,924022.9835071091,840.0,F
4347,Si,51.0,60.43913939206752,619742.2511056296,1359845.5605301245,462.0,F
4348,Si,83.0,70.6852387810462,3463323.046170773,4120073.7751961173,1170.0,F
4349,No,23.0,61.82139829431882,654140.496531602,3396991.331058853,245.0,M
4350,No,34.0,57.82990398507912,667133.4572275422,1515829.0467893272,416.0,F
4351,No,35.0,58.65579092022473,1287961.0116547514,2842065.8236789415,425.0,M
4352,Si,43.0,56.98207047510708,904656.6000311332,3293859.066410418,200.0,F
4353,No,64.0,64.85333883757613,976205.0050459189,1628620.1752026724,736.0,F
4354,No,53.0,63.424682959625606,1366975.8567627755,3996236.7928311913,315.0,F
4355,Si,65.0,65.0,2711542.3913281937,3176056.7249153983,1034.0,F
4356,No,24.0,51.54275681086426,633477.0711773558,3397065.7838365505,240.0,M
4357,No,59.0,64.33789855730109,106319.0374426682,1622479.862195632,0.0,M
4358,Si,52.0,61.56285309500915,413522.2399098428,3835829.0174202966,102.0,F
4359,Si,96.0,72.0737305496665,238205.10860081727,1801268.010507555,0.0,F
4360,No,43.0,59.637731498014666,1762704.3890442867,3264143.901675849,725.0,F
4361,No,32.0,64.48758397915256,472669.54284058086,3638042.0836238875,84.0,M
4362,Si,91.0,70.9514019378316,3141684.656372961,1347525.3634170075,3066.0,F
4363,No,81.0,69.34274707495788,7096185.65174454,4068230.1810075147,2268.0,M
4364,Si,58.0,63.8506826216158,755147.564642172,3241172.024755983,280.0,F
4365,Si,79.0,67.32883710080016,4092034.3234619037,3434452.344289555,1586.0,M
4366,Si,67.0,65.12189070023173,2636845.7293253173,2300514.4962521736,1470.0,M
4367,No,43.0,62.79458883882326,1429151.5815823185,3223979.8607553933,475.0,F
4368,No,43.0,62.71639470701167,1437612.8505732375,3094112.317049736,500.0,M
4369,No,58.0,64.8682474493006,215900.78510238213,3776587.276229394,40.0,F
4370,No,53.0,62.030885484742626,4022362.1125063165,3125464.8948073196,1680.0,M
4371,Si,40.0,61.71346496548809,193217.82045951558,1759199.897080482,22.0,M
4372,Si,35.0,58.21208249669514,934476.6981327264,1333054.468371713,782.0,M
4373,Si,94.0,73.78336496702808,2042810.8469003055,2618320.1575491806,1064.0,M
4374,Si,61.0,63.8817822613493,3225073.2840706604,2228550.696223932,1892.0,F
4375,No,64.0,64.93213998210597,1203667.352277247,1042690.225468826,1472.0,M
4376,No,57.0,62.03678489182472,273902.33440722886,1728401.338293654,39.0,F
4377,Si,35.0,54.515851594857516,54596.36650829516,3689418.6570461765,17.0,M
4378,Si,24.0,59.42717899684691,322885.88756275043,2204101.977409339,132.0,F
4379,No,45.0,63.36799858267807,951458.9502716281,1062111.8014365647,1053.0,F
4380,Si,32.0,59.7451147968997,971087.8742645257,4142256.39448683,252.0,M
4381,Si,82.0,71.57143880790962,1937731.8226138705,3422762.4779545986,704.0,F
4382,Si,31.0,56.773347278568934,384047.75460619014,2105385.508953887,78.0,F
4383,No,77.0,65.93333461273254,601940.1257817732,1011501.1813900871,826.0,M
4384,Si,60.0,63.84478906599565,3849909.8502680175,2759630.4067410054,1848.0,F
4385,No,72.0,65.91248132569555,397406.3316550157,1413869.1523908935,378.0,F
4386,No,37.0,57.10861822579214,1635673.0302875347,3194556.938082106,513.0,M
4387,No,22.0,59.37693040146877,472968.23698201345,1993243.1030703257,144.0,F
4388,Si,94.0,68.5658346525188,2102406.678258424,1511016.5096216854,1900.0,F
4389,No,54.0,61.86576341149454,2474199.6521058492,4299088.892027666,720.0,F
4390,Si,49.0,61.37124335784917,213896.24873302394,1458104.4570329082,31.0,M
4391,No,24.0,63.998506530493444,595407.0173380189,3857168.732238467,108.0,F
4392,Si,21.0,55.63635766198505,183521.6761669643,2228289.812159485,9.0,F
4393,No,85.0,69.35063725641865,749651.7262240925,874872.1215279412,1005.0,M
4394,Si,47.0,61.39391575423619,2159432.5128790746,2079957.6524856167,1363.0,F
4395,No,45.0,57.74825937430464,2387303.869671939,3218456.914690105,864.0,F
4396,No,46.0,58.07794666574106,1243877.1849571865,1973208.6182255493,868.0,M
4397,Si,43.0,62.53210743100401,1000242.1072512796,1395901.0999387635,900.0,M
4398,Si,56.0,63.575480275678174,2265417.149094063,4114776.148370433,722.0,F
4399,Si,57.0,62.96844588850259,841966.0324167709,1656363.2335057862,702.0,F
4400,Si,69.0,65.23855271675907,3995373.7672877074,3849034.4513766333,1428.0,F
4401,Si,98.0,77.8303689471256,6288678.819267709,4056863.757581321,2160.0,F
4402,Si,69.0,66.4827345630628,1305357.1155657715,1064505.840980935,1632.0,F
4403,No,22.0,58.966235452777006,497605.46597709256,2805138.534893648,48.0,F
4404,No,68.0,65.9597216747697,1814437.801227839,3346420.638871044,550.0,F
4405,Si,56.0,62.43754403783518,2272305.6745803375,3735711.2897990164,798.0,F
4406,Si,74.0,68.14099082709492,700403.5071221923,3172093.197345831,224.0,F
4407,Si,55.0,61.416249231129235,1231934.1890069842,1504680.4649572377,1036.0,F
4408,No,66.0,65.10195355807922,551636.6243358685,3346236.4101311076,192.0,M
4409,No,41.0,64.85202225798282,966640.0966529775,1702519.1926227808,690.0,F
4410,Si,95.0,71.11674313953802,4323928.570713319,4074968.618453609,1386.0,F
4411,No,75.0,67.54470641785113,1153432.2617921361,1013468.6376268602,1425.0,M
4412,Si,77.0,65.17587405143578,5174566.909417436,2502945.422544319,2773.0,M
4413,Si,43.0,58.88275188862847,581589.7907944508,1821096.1116363658,375.0,F
4414,Si,20.0,63.693948694539316,141048.77642258155,3247358.697665866,34.0,F
4415,Si,75.0,68.21145872896604,1227863.2140330742,877356.462397976,1938.0,F
4416,Si,33.0,55.31579735000071,154769.9320408181,3309473.8196015446,30.0,F
4417,No,47.0,59.0593132931823,947320.6964337104,1856786.3294831356,696.0,F
4418,Si,60.0,64.73499589900342,2530344.908269788,1608478.6937072875,2016.0,F
4419,No,87.0,71.76118780176073,1350530.4247322401,1275929.0803718488,1380.0,F
4420,Si,76.0,68.52566232211186,6149961.35002536,4204515.2033992205,1856.0,F
4421,Si,84.0,67.86917172725514,5791.015932561238,1222392.4352424233,0.0,F
4422,No,52.0,64.91732301474201,1463610.0117694016,2206779.9841171736,782.0,M
4423,Si,29.0,62.22283485635356,278733.33555615146,2548793.3865841744,0.0,M
4424,No,97.0,71.87713002057794,778898.1167422315,1277661.7243654162,711.0,M
4425,No,87.0,70.4777489105169,6193242.726226198,2841332.4717083164,2967.0,F
4426,No,46.0,63.47403668920925,3699803.8765649395,4115340.5377454553,1092.0,F
4427,Si,69.0,66.0807175997377,2588246.5075114276,4139406.734650877,867.0,F
4428,No,35.0,61.719100976515975,1621103.3021589615,3261058.0712638614,544.0,M
4429,No,30.0,62.185463961803585,558692.1523540263,1709262.5348600228,252.0,F
4430,No,89.0,71.22856096695072,2511923.3928203,1179212.3593030637,2840.0,M
4431,Si,63.0,64.7999380194793,423782.140517099,1463473.8962332543,360.0,M
4432,No,63.0,64.36703071946914,3576972.864435002,3611419.326048307,1215.0,M
4433,No,31.0,61.037999052686416,171858.47808320558,1983711.9900166471,52.0,M
4434,Si,29.0,55.71897122472373,1619168.6060053667,4021147.423805223,462.0,M
4435,No,75.0,65.28754023858303,3305047.2207413604,2364810.718955308,1881.0,F
4436,Si,30.0,51.10308965937739,483162.946585343,4138266.849921747,96.0,M
4437,No,24.0,54.14105305128339,545579.8520864896,4106959.625932043,36.0,F
4438,Si,24.0,63.346095413098645,402664.426540586,3182794.2181148957,138.0,F
4439,No,34.0,64.35414014183132,316752.9590239901,899308.8354194959,288.0,M
4440,No,62.0,64.63510985958709,950988.5726532725,1521434.7747464867,836.0,F
4441,Si,32.0,54.360501685248565,1791574.484488043,3590140.6651171437,644.0,M
4442,Si,27.0,61.21923529138441,510810.5332875485,1688318.2699634773,387.0,F
4443,No,20.0,56.88980672097789,347984.6446029322,1895649.5701283414,60.0,F
4444,Si,50.0,59.011904345048904,4651007.766410396,3720171.4703011345,1568.0,M
4445,Si,61.0,64.95509908509935,930048.1926848644,3342232.0331373997,344.0,M
4446,No,97.0,67.40632022744376,460469.3474547615,3594150.29204564,79.0,F
4447,Si,59.0,64.04152610936853,3027095.609533399,2852182.571042762,1394.0,M
4448,Si,39.0,58.64799036723515,649129.9592264475,1235416.5922852785,714.0,M
4449,Si,97.0,72.18389103819062,1695302.7229320533,2276915.2174114636,1027.0,M
4450,No,25.0,56.90871137953355,438504.2460770692,1335141.1910730368,280.0,F
4451,Si,96.0,76.53490941338359,11586564.722744621,4136278.1238790047,3744.0,F
4452,No,25.0,52.83330660404166,29658.442943802358,880421.0763577246,7.0,M
4453,No,35.0,60.38026400111862,1568897.2060589986,3787594.39571639,425.0,F
4454,No,43.0,64.62190456137861,241126.54650948785,1061090.0536856768,275.0,M
4455,No,95.0,75.78408700659605,4440656.970533992,1692925.5612986758,3465.0,F
4456,No,26.0,58.4048529270759,57170.039114214596,841154.5293972689,48.0,F
4457,No,57.0,61.91193490138601,3847359.1505516483,4010415.1609190153,1170.0,M
4458,Si,97.0,71.31538321050226,3686165.143255163,2592071.009794182,1896.0,F
4459,Si,40.0,64.18297768345893,252062.0577281878,2294140.7944559986,0.0,F
4460,No,86.0,67.93092482812881,5561794.707686253,3679317.9089081925,1972.0,M
4461,Si,61.0,64.5695045696107,4791133.29552736,3911654.443223176,1548.0,F
4462,No,38.0,58.84771028942646,1280591.9157443459,3079043.2639321066,520.0,M
4463,No,53.0,63.263999507464604,1010172.0965996421,3426391.800326623,385.0,M
4464,No,22.0,48.243819514527885,932752.7363312701,4267677.130419532,188.0,F
4465,Si,77.0,65.93052926636423,4850448.066449154,2856239.4324998213,2183.0,M
4466,Si,53.0,63.60102800349648,3066604.506445089,2753271.70967473,1400.0,M
4467,No,30.0,64.9978906683109,625956.2210443341,2245181.372484817,192.0,F
4468,Si,39.0,59.12318965094866,1555163.5954048515,3042490.6440304173,546.0,F
4469,No,53.0,60.40444575628836,765954.0106329826,3358404.812667651,140.0,F
4470,Si,76.0,66.19978436698871,3673196.791301606,3289419.839348046,1450.0,F
4471,Si,38.0,56.68365041984289,558684.2234933851,1673024.5573940447,320.0,M
4472,Si,71.0,66.72937075343748,1796001.579827685,3808606.183217484,477.0,F
4473,Si,64.0,64.67828915154196,1844586.641909694,1486685.2556405743,1610.0,F
4474,No,46.0,63.40741238036267,2435851.082138828,2769070.2648734236,1176.0,F
4475,Si,70.0,66.38329043479307,2334095.414616312,1824379.9847288106,1612.0,M
4476,Si,96.0,70.97958985566345,6326247.8780608,3126589.648896559,2652.0,F
4477,Si,57.0,62.091526249456315,480862.0368160477,1318669.2152695353,390.0,M
4478,No,67.0,65.34278531250816,3738424.892040688,3952993.7532419004,1274.0,M
4479,Si,38.0,59.115324255738756,798683.30582544,2073147.7807432446,500.0,M
4480,Si,57.0,64.6801375495017,968056.3869454147,1204136.333794241,1092.0,F
4481,Si,77.0,66.09325542623966,353804.93963495234,949625.0580978815,354.0,M
4482,Si,61.0,63.76230844189641,585592.3714145249,1528873.962199083,387.0,M
4483,Si,46.0,61.4273606280898,841644.5310070217,855967.4975404218,1372.0,M
4484,Si,45.0,58.93977551751266,730590.4416298032,956165.9511466963,999.0,M
4485,Si,21.0,55.5404986268274,299147.9081409021,2302722.5567819662,129.0,M
4486,Si,33.0,58.68724432421782,816403.7931100507,1881496.8291150837,525.0,M
4487,No,54.0,64.13592103919085,2529533.2377220504,2565120.6411338923,1368.0,M
4488,Si,74.0,66.87445751026499,916530.6064754501,2302087.117187714,392.0,F
4489,No,88.0,71.1913277001783,278554.9522197241,847476.0173709017,420.0,M
4490,Si,51.0,61.17190710002646,5143687.402652044,4041391.2885646597,1617.0,F
4491,Si,57.0,63.062538024992506,2620029.006991144,2835280.7396967085,1248.0,M
4492,Si,48.0,62.06196799047302,1904403.6493658067,2596493.9898941303,900.0,M
4493,Si,94.0,69.70721986905198,667342.5910034007,2716596.530754122,152.0,F
4494,Si,61.0,63.58366717585942,14039.244747395336,2514705.2115878887,0.0,F
4495,Si,43.0,62.84015736960718,760971.7004337809,943821.3355300052,1075.0,F
4496,Si,63.0,64.29978225845929,6928513.9417481925,4102541.356943859,2205.0,F
4497,Si,79.0,66.77023719839444,2513038.683425471,1333924.8640795927,2623.0,M
4498,Si,98.0,76.30256503313649,5091451.041311252,2920204.826899754,2320.0,F
4499,Si,81.0,71.18714983571633,517229.3027098372,1319778.6414487949,504.0,M
4500,Si,49.0,59.31056203755125,3084498.722527439,3847685.2155442312,930.0,M
4501,Si,96.0,65.29423849084425,1775385.158192222,4227008.586950505,468.0,M
4502,Si,81.0,68.2697320129528,888687.404191988,1581970.1013026102,630.0,M
4503,No,82.0,65.07749342209478,2115211.261348935,3716804.071067347,704.0,F
4504,No,69.0,65.43147360720678,5879293.148845033,3406060.089212248,2244.0,F
4505,No,89.0,69.33276030620654,1110222.6644626919,3285497.8186936947,426.0,M
4506,No,87.0,66.63682632257601,1496926.2920825817,951583.400203478,2139.0,F
4507,No,69.0,66.39219608432738,2643945.1389045105,1655641.746418801,2040.0,M
4508,No,54.0,63.14416028871491,4653038.681727961,3535090.329252563,1728.0,M
4509,Si,24.0,50.65962844801119,420229.8581885983,4197814.310205809,24.0,F
4510,No,63.0,64.61228573255973,1226145.3335630826,1341657.9677014465,1215.0,M
4511,Si,57.0,62.525097483940144,5816916.388602039,3974932.0996116004,1872.0,M
4512,Si,28.0,55.862758142822614,91866.23056453653,1096451.1264422545,110.0,M
4513,Si,27.0,60.09737977019509,1139272.9471837326,3380020.511338371,360.0,M
4514,No,45.0,63.51668932804834,1675746.900993716,2047761.990762386,1026.0,M
4515,Si,75.0,67.45295879914767,585655.3958963497,1722181.332320319,285.0,F
4516,No,21.0,55.19448073458889,466264.7244606088,3278443.6844506995,6.0,M
4517,Si,53.0,62.51880132564893,3877745.979702566,3891313.443503486,1225.0,M
4518,No,59.0,63.211047337515716,195682.1037395547,1367422.6148281666,0.0,F
4519,No,22.0,62.13170965955082,121552.11914795086,2446548.2406496713,60.0,M
4520,No,37.0,57.30113695937386,652800.5047425057,1918172.4774327842,380.0,F
4521,Si,27.0,63.70134462336175,657499.1973667282,2861805.4344595238,306.0,M
4522,No,28.0,54.05303771846453,1208790.8426415462,3827781.0708157984,400.0,F
4523,No,46.0,62.049356254672624,1092850.5099331113,2080380.255987535,532.0,M
4524,No,57.0,62.680203309471,128393.95398238586,1615695.8196201485,39.0,F
4525,Si,91.0,67.0484871963736,4782054.21970164,1833244.0916744522,3577.0,F
4526,Si,98.0,74.2634242453206,2233809.884781612,1993007.567912683,1360.0,M
4527,Si,54.0,61.859672523327234,673872.3653864441,946542.3705898176,900.0,F
4528,No,27.0,52.001367953539805,914798.9458089101,2677803.1979196346,378.0,M
4529,No,52.0,62.50870282510029,2252454.1818352332,2570477.915371377,1156.0,M
4530,Si,35.0,63.53433066432531,1499028.170522525,3460252.876739438,595.0,F
4531,Si,97.0,69.44469114046933,2023964.6247836715,1374272.3358470276,1896.0,M
4532,No,72.0,66.12975556315811,5125049.283432197,2901350.903244484,2322.0,F
4533,No,68.0,66.19142602372091,6559291.08438413,4228014.40789301,2050.0,M
4534,No,84.0,66.8766111008544,1522223.9882150851,866651.4551143427,2376.0,F
4535,Si,48.0,60.93597940015524,3325969.3672242216,3559601.540621996,1260.0,M
4536,Si,50.0,63.328325718397615,3335599.6259647114,3411303.0363104413,1280.0,F
4537,Si,93.0,65.37972217187739,3422622.185909668,3520311.298354658,1275.0,M
4538,No,55.0,64.41679041246988,3588168.446175495,3258045.648739344,1480.0,F
4539,Si,48.0,59.855547697912115,2244685.787346617,3396623.533578973,870.0,F
4540,Si,37.0,55.300177345221144,704682.1281499353,1079650.0015511727,798.0,F
4541,No,21.0,57.27195701288102,256756.66860897015,1988731.6789235019,84.0,M
4542,Si,32.0,55.90330263420002,548938.0767402343,3092946.9173798948,238.0,M
4543,Si,37.0,57.063204507793955,2054102.294379956,4035347.5922465813,513.0,M
4544,Si,58.0,63.47691500283191,2238149.2066964516,2402569.165845165,1280.0,M
4545,Si,49.0,61.720562312876694,87650.6123755299,3209245.2134262654,31.0,M
4546,Si,40.0,63.86272050133992,401326.54253824154,2298778.8469395544,44.0,F
4547,Si,28.0,50.81313875057303,1115781.6081654974,3427914.531078997,450.0,F
4548,Si,59.0,62.679134999248625,3920990.180230102,2999917.098754153,1804.0,F
4549,Si,59.0,62.94010368087077,1386246.5921528423,937999.6096564251,1968.0,M
4550,No,37.0,55.22529155858862,2696148.3692776584,3833984.7871921677,874.0,M
4551,No,30.0,59.6283767875052,923508.8140376249,4084397.407432904,288.0,F
4552,Si,20.0,56.23101715021847,65142.32443502049,907440.2199002352,86.0,F
4553,No,22.0,48.88085486193208,390696.5138536459,2338168.7959620673,72.0,F
4554,No,68.0,65.98189969365278,1128884.6005134468,819516.1200245367,1750.0,M
4555,No,85.0,69.86607818242034,2611448.093149,2661806.0169043457,1206.0,M
4556,No,67.0,65.50523424790067,2032195.3123368144,2703271.41920403,882.0,M
4557,Si,41.0,60.47736870307428,1325641.8039643164,3847809.3390300465,345.0,F
4558,No,98.0,75.36309245598541,499729.1306735683,1771929.7598498783,240.0,F
4559,Si,59.0,63.91884106919619,2553124.814979913,2264355.8685420174,1476.0,F
4560,No,80.0,66.03123406845151,1886964.9327169226,1173634.3657430157,2232.0,M
4561,No,21.0,51.189614745388695,706784.823500134,4151078.4685486984,129.0,F
4562,No,32.0,63.43342534307152,211630.21255079025,2570619.0480451602,112.0,F
4563,Si,31.0,52.29151129666436,487281.2272022993,1868691.1648176855,156.0,F
4564,No,43.0,58.481904961828555,3818290.920446476,4254925.918833816,1225.0,F
4565,No,79.0,65.59855065608629,369149.72830379533,1342395.153110316,366.0,F
4566,No,32.0,55.15625561385835,1732534.195651113,3895465.728362667,476.0,F
4567,No,60.0,63.69659676019364,1667195.0649919775,1864366.4501658825,1092.0,M
4568,Si,24.0,63.70408954882167,165110.27592083442,1305372.8462125636,96.0,M
4569,No,29.0,56.25867644875818,149965.61291817052,1198406.8766333414,77.0,F
4570,No,23.0,58.48660391286905,272029.125784785,1771533.9845605642,90.0,F
4571,No,61.0,64.6191550258686,203112.97609144478,907339.9412822468,172.0,M
4572,No,50.0,63.52223740086601,836502.6081111893,1787831.9785863224,480.0,M
4573,Si,70.0,65.98058774440993,6359769.171318349,3726159.045903194,2288.0,M
4574,No,92.0,72.22570313958498,10484172.001183843,4078681.160186414,3478.0,F
4575,No,68.0,65.6120695488281,2417684.105241254,2019851.0214207857,1500.0,F
4576,Si,51.0,60.449174530988415,1510354.0711664862,1266101.9395185206,1485.0,M
4577,No,89.0,69.38433833858396,4333113.153669793,1681375.103724662,3479.0,F
4578,Si,67.0,65.65898589744904,273119.0400538798,2885176.395208221,0.0,F
4579,Si,97.0,65.96223040055533,8069405.043475831,3241323.243852823,3397.0,M
4580,Si,87.0,73.08122807201849,7982955.203716733,3442316.677563432,3243.0,F
4581,No,39.0,56.212370686521865,738337.3612104203,2667694.5417158343,378.0,M
4582,No,68.0,65.95594487359452,1949002.6224183098,2964381.711156511,900.0,F
4583,Si,43.0,57.943781926354546,2911700.87050933,3854038.3554763184,925.0,F
4584,No,33.0,63.241542765495275,1687026.7572675974,3246096.450071899,525.0,M
4585,No,65.0,65.0,3007696.037355915,2661341.2950283913,1504.0,F
4586,No,20.0,53.97238500982259,265536.6443860552,3907473.683112285,46.0,F
4587,Si,37.0,61.024984705654944,218211.22950777336,1187704.684375665,114.0,M
4588,Si,33.0,56.65410037433112,153021.0208304296,1144644.9893851022,0.0,F
4589,Si,35.0,55.86628899347538,328040.5210671794,1814524.1829191044,187.0,F
4590,No,85.0,65.52487787961402,1630220.075022763,1011730.2548014189,2144.0,F
4591,Si,37.0,55.141539684443515,338512.8375125553,1205618.6235391558,342.0,F
4592,Si,22.0,53.0374040571481,622353.058462651,3958254.9031178295,20.0,M
4593,Si,83.0,67.40263259592822,4424603.637051918,2462438.9331328096,2340.0,F
4594,Si,76.0,66.39734592024803,1934022.5478012122,2394861.257019658,1102.0,F
4595,Si,72.0,65.58903883041567,1682151.9487409855,2786127.49199793,810.0,F
4596,No,30.0,61.45694064684159,151001.91631771927,1642891.9424982015,84.0,M
4597,Si,35.0,56.65970268780323,787236.1157867796,1700511.8464717194,442.0,M
4598,Si,68.0,65.33877541358235,1419410.3179502601,1476793.7523276112,1200.0,M
4599,Si,65.0,65.0,537517.5542436469,1133159.447306972,470.0,F
4600,No,30.0,56.754943236189064,376080.0654517454,1122865.1272018133,372.0,M
4601,No,39.0,60.52311958823659,347880.3452765231,1185957.112757408,210.0,F
4602,No,57.0,62.50962105348503,1777804.783298698,3781875.706764112,507.0,M
4603,No,67.0,65.3375143361375,754517.5393313369,1123604.9735161522,833.0,M
4604,No,35.0,53.6300193373139,187917.0083907575,2108153.411040526,34.0,F
4605,No,67.0,65.47136527359292,271887.7034644494,1047008.1164601434,245.0,F
4606,Si,59.0,64.33559983274066,149118.2205011472,1164185.752051706,41.0,F
4607,Si,27.0,62.80250494202174,149937.55147946882,2573240.1480070716,72.0,F
4608,No,66.0,65.13728418352576,2713097.566559369,1554804.3701192555,2304.0,M
4609,No,21.0,48.28569752543389,788439.9355244851,3173698.8126667854,138.0,F
4610,Si,72.0,67.38215428076862,4389088.251654772,2396401.196600838,2376.0,M
4611,No,93.0,75.23751479514631,1591558.0388967579,3142765.5416601216,600.0,M
4612,Si,84.0,69.49874352889347,4129648.0505573275,2532397.692567597,2112.0,F
4613,Si,24.0,51.650253079607594,257744.1136974903,1455443.8186962774,48.0,F
4614,Si,62.0,64.93686043381595,2721370.518545698,2480256.03642271,1408.0,M
4615,No,56.0,63.65190762575134,679783.9256698213,3476833.2004755596,228.0,F
4616,No,77.0,69.12817425605706,1904464.5167610534,2984343.647369141,826.0,F
4617,Si,61.0,64.22631598170035,1955480.7635963038,3262371.8625946487,817.0,F
4618,No,32.0,55.61105193317803,513710.1851743648,3646218.991201646,182.0,M
4619,No,69.0,65.92343028196365,4000755.401057762,3048539.6093902984,1836.0,F
4620,Si,64.0,64.89320319371082,752789.1454283217,2425553.081084267,230.0,F
4621,Si,42.0,57.60497721510053,2895460.754098442,3869675.04163269,1008.0,F
4622,Si,19.0,55.154103412719984,85663.40617417352,2182012.6652166033,28.0,F
4623,Si,70.0,65.39482504705418,892184.9440048474,2206261.668044823,468.0,F
4624,Si,43.0,57.474269322797326,1037524.764290268,1829884.5474446898,725.0,M
4625,No,64.0,64.6047585182594,557980.877556425,1399304.7936427873,552.0,F
4626,No,76.0,66.94191463286307,5044642.1617326345,3474093.369967547,1914.0,F
